"review_movie_title","review_movie_title_url","review_name","review_url","review_comment","review_username","review_username_url","review_date","review_rating"
"","","Incredibly moving, funny and haunting","https://www.imdb.com/review/rw1278911/?ref_=tt_urv","Where to begin on how to comment on one of the most beautiful, haunting, tragic yet slightly comical films in creation? This film is absolutely groundbreaking and deserves its place amongst all the greats of Cinema History. Complete with an amazing cast, a wonderful soundtrack and a storyline that will leave you mesmerised for years after your first viewing, this film is truly incredible.
The film focuses on a man called Andy Dufresne, an intelligent banker who is accused of murdering his wife and her lover, and is consequentially sentenced to two life sentences in Shawshank Prison. Andy soon befriends a man named Red, a man imprisoned for murder, and runs an underground syndicate to help his friends get a hold of things from outside prison.
Andy manages to help the guards of Shawshank Prison with their personal financial problems using his knowledge as a Banker, and an unlikely 'friendship' emerges, and soon Prison life doesn't seem so bleak for Andy. As Andy's journey through his life sentence grows, so does his friendship with Red, and he soon discovers what effects the walls of Shawshank have on the people in the prison after a series of unexpected and tragic events.
Andy's personality soon earns him new friends as he begins to change people, fundamentally, without knowing how, as he spreads new lessons, both comically and psychologically, and soon Andy turns into a much more intelligent man than we may have realised him to be at first.
As time goes on, Andy resolves to make Shawshank Prison friendlier and he works relentlessly to improve life for the prisoners and for the guards. But, as he continues to work hard for the good of others, he begins to learn the shocking truths of what the true colours of the guards and the Warden of Shawshank are. Revelations all come to the fore when Andy discovers some information which may prove him to be the innocent guy he has always claimed to be, and Andy's life takes a serious turn, and the consequences are dire for everybody as Andy's decisions become more and more unpredictable.
Based on a short book by Stephen King, this film has hardly any faults at all, and is full of beauty, tragedy and comedy, and has a haunting presence as Morgan Freeman gives what is possibly the best performance he has ever given, and Tim Robbins excels as the tormented Andy. But, what makes this film go down in history isn't just the amazing script and the wonderful acting, but the film contains one of the most beautiful Soundtracks I have ever known, written by Thomas Newman. Many of the tunes are simplistic, yet very memorable, and they all perfectly reflect the dilemmas and situations the characters of the film find themselves in.
This film is not afraid to shock people with its subtle shifts in the personalities of characters, and how a situation of comedy and hope may suddenly change to a tragedy beyond what you may have originally expected. This film is a true classic. This is a work of art which is endlessly re-experiencable with painful pleasure.","The_Sandheaver","https://www.imdb.com/user/ur8453915/?ref_=tt_urv","30 January 2006","10"
"The Shawshank Redemption","https://www.imdb.com/title/tt0111161/?ref_=tt_urv","Overrated","https://www.imdb.com/review/rw7945590/?ref_=tt_urv","11 out of 19 found this helpful. Was this review helpful? Sign in to vote.
Permalink","victiminvesta","https://www.imdb.com/user/ur68847093/?ref_=tt_urv","12 March 2022","6"
"","","really superb","https://www.imdb.com/review/rw1505539/?ref_=tt_urv","i watched this movie just to pass out some good time... and you know what.. i had sore and wet eyes at the end.. i don't know why but the movie's end, couldn't stop myself..
andy's portrayal by tim robbins and red's by morgan freeman was absolutely great..
i like and love andy's philosophy that ""hope is a good thing.."" .. and i have tried to inculcate that in me.. i just loved the movie.. i was like.. whats this, its ended so fast.. i didn't it want to end.. i am not a con and neither i wanna be.. but it has shown even the guys out there in the prisons also can be innocent.. and to prove their innocence they can go to any lengths.. i mean that they also have got something in them.. their hearts.. the spirit shown by andy was absolutely great.. it shows that when you want to do something, do it with full heart.. i have just finished it..but i'm sure i m gonna watch this very often, and am not going to forget it for a long length of time..
14 out of 18 found this helpful. Was this review helpful? Sign in to vote.
Permalink","yuvrajhanspal","https://www.imdb.com/user/ur12337707/?ref_=tt_urv","24 October 2006","10"
"","","Masterpiece.","https://www.imdb.com/review/rw5205667/?ref_=tt_urv","The Shawshank Redemption is a true masterpiece and a genius work of cinematic excellence. It is a true testament to human will, friendship, and determination. Quite possibly the greatest film ever made. The clashing themes of evilness and goodness within the prison system makes this film the compelling, and satisfying story it entails.
2 out of 2 found this helpful. Was this review helpful? Sign in to vote.
Permalink","MrPupkin","https://www.imdb.com/user/ur102605581/?ref_=tt_urv","22 October 2019","10"
"","","I dont care about it but its a good relaxing movie!","https://www.imdb.com/review/rw5278519/?ref_=tt_urv","I dont know whats so special about this movie that made people idolize it but i have to admit: Its well written, directed, acted with a nice relaxing music that surrounds this story. It is a good movie that you can see again and again but its not the ultimate inspiration for me and it didn't touch my soul. I give high rating though because of all the above i stated.
2 out of 2 found this helpful. Was this review helpful? Sign in to vote.
Permalink","L_Copa","https://www.imdb.com/user/ur31494697/?ref_=tt_urv","24 November 2019","9"
"","","Undeservedly top 1","https://www.imdb.com/review/rw6581315/?ref_=tt_urv","An overrated film that I watched as a teenager and recently decided to re-watch. I must say right away that I like this film, but it is undeservedly and too popular and occupies the first line - this is completely undeserved in comparison with other films of more talented authors. I am very saddened that people do not see other works, and for so long this film has been number one among the best films. The actors are talented, the plot is just good, not brilliant, like Stanley Kubrick in ""A Space Odyssey"". Even this I am ready to see in the top-1, but not ""Shawshank Redemption"". I understand that many will disagree with me or say that I just hate, but this is not true, and you can understand this by comparing it with other films, is this film so good and does it deserve the first place?
18 out of 25 found this helpful. Was this review helpful? Sign in to vote.
Permalink","tikywts","https://www.imdb.com/user/ur105881058/?ref_=tt_urv","9 February 2021","7"
"","","The best movie i ever watched","https://www.imdb.com/review/rw6224717/?ref_=tt_urv","Tye movie is just perfect. The acting the story the characters are just so good that they will even make you cry
3 out of 3 found this helpful. Was this review helpful? Sign in to vote.
Permalink","mtaimoor-96645","https://www.imdb.com/user/ur119363845/?ref_=tt_urv","1 November 2020","10"
"","","What a movie!!!","https://www.imdb.com/review/rw1817715/?ref_=tt_urv","I totally adored the concept of hope in this film. I love how the director portrays the Shawshank tyrants as corrupt murderers, that's pretty much what they are and serve as the grounds for the escape of Andy. Now Morgan Freeman's got talent, I love that guy he may not be the greatest out there but he is a force to be reckoned with on the set. I loved how he gave the story flavor with his descriptions of characters and perceptions of how life was in lonely jail cells of Shawshank. You know there's a lot more to say about this movie, it's too good too be true. Especially the ending which by the way brought tears to eyes, the most moving scene!!! Overall it was superb and all thanks to Stephen King for putting this in the form of alphabets in the first place. I'm starting to regret not reading any of his novels. And kudos to the director for even coming up with such an idea for a movie.
6 out of 8 found this helpful. Was this review helpful? Sign in to vote.
Permalink","mamaramseys","https://www.imdb.com/user/ur16445913/?ref_=tt_urv","10 February 2008","10"
"","","The best movie ever?","https://www.imdb.com/review/rw2300416/?ref_=tt_urv","","joose90","https://www.imdb.com/user/ur23062619/?ref_=tt_urv","24 August 2010",""
"","","Best of all time!!!","https://www.imdb.com/review/rw2272945/?ref_=tt_urv","This is the best movie I have ever seen. In a way I feel I am in a prison of life myself. Restricted to doing certain things. Sometimes I get frustrated and feel as I should runaway to some place where I could feel free. I hope and dream for it sometime. This movie just reminds me of my feelings so much. I love Andy Dufresne most in this movie. Although critics say Tim Robbins didn't do enough to express the character but my personal opinion is that he was made for this role.
I can go on and say more but I said the most important thing which I feel whenever I watch it.
I am glad to visit IMDb. I never heard of it before. Some 7 years ago I saw it at no.2 in the rankings and decided to watch it immediately. Only other movie which even comes close to this is Citizen Kane. But that is about past and this one is about hope and freedom.
I give it 11/10.","kysersoze-1","https://www.imdb.com/user/ur17447627/?ref_=tt_urv","3 July 2010","10"
"","","AN EXCELLENT MASTERPIECE !!","https://www.imdb.com/review/rw0348767/?ref_=tt_urv","Great music, superb actors. It is a pity that Forrest Gump (which I consider another masterpiece ) went out the same year and got all the publicity, as well as the Oscars. It was not fair.
The only reason for which I rented this movie, two years ago, was because of Morgan Freeman and Tim Robbins. But it was a big surprise to see one of the best films ever made. ( I have seen it 6 more times since then )
It is a story of COURAGE, PERSEVERANCE, TRUE FRIENDSHIP, HOPE AND REDEMPTION.
IT'S A MOVIE FOR ALL TIMES, A MEMORABLE ONE. EVERYBODY SHOULD SEE IT. YOÚ WON'T REGRET.
5 out of 7 found this helpful. Was this review helpful? Sign in to vote.
Permalink","bibi-3","https://www.imdb.com/user/ur0144789/?ref_=tt_urv","26 December 1998","10"
"","","One of the best - of all time. Seriously.","https://www.imdb.com/review/rw2538119/?ref_=tt_urv","If there was such a thing as a perfect movie, this is it. Of course, for practical reasons, one cannot award a film ten stars out of ten, because of the endless stream of new work demanding scrutiny. I'd like also to start by quoting another well known film, which sums up my opinion nicely. 'In many ways, the work of a critic is easy- we risk very little, and thrive on negative criticism, which is amusing to write and to read. But the harsh truth of the matter is that the average piece of junk is probably more valuable than our criticism designating it so'. This could not be closer to the truth. When it comes down to the wire, critics risk everything in dishing out praise, for fear of being ridiculed themselves.
There can be no such danger with The Shawshank Redemption. It is an eternal masterpiece, timeless and inspiring. I avoid being clichéd, when it is at all possible to do so, but The Shawshank Redemption is beautiful, masterfully acted, with just that right amount of tenderness. This is a tale of moral courage, and the everlasting fight for justice. As with other films of the genre, one can tell what will happen, of course, but when you watch this film, you will time and again be genuinely surprised, and maybe even shed a tear for the persistence and unquenchable thirst of the human spirit. One leaps for joy after watching this incredible film, at the knowledge that evil, in all senses of the word, can, and will never triumph.
Turning an eye to the technical side of things, just for a moment, I can discern not one single badly executed shot. The Shawshank Redemption is well written, and, as I have said before, brilliantly acted. Characters that could be flat are all allowed to develop and flourish, and the film is even better for it. The film grabs our attention, right from the word go, with agitated shots of Andy looking like he IS going to kill his wife. And the soundtrack. Well, there isn't much to say; except that most of the music in this film is some of the most beautiful I have ever heard.
This is a deeply satisfying, wonderful, brilliant, fantastic, soulful cinematic work. Watch it, if you haven't seen it, and if you have, you must agree that this excellent film will be an eternal classic. There are, of course, films that people will prefer, I myself am strongly attracted to Subway, a 1985 film by Luc Besson, but for pure facial and objective value, cinema does not get much better than this.","guyincognito1","https://www.imdb.com/user/ur26756524/?ref_=tt_urv","26 December 2011","9"
"The Shawshank Redemption","https://www.imdb.com/title/tt0111161/?ref_=tt_urv","Blatantly Simple, yet Utterly Beautiful","https://www.imdb.com/review/rw2258331/?ref_=tt_urv","7 out of 10 found this helpful. Was this review helpful? Sign in to vote.
Permalink","conyemenam","https://www.imdb.com/user/ur23169472/?ref_=tt_urv","1 June 2010","10"
"","","NOT just a prison movie","https://www.imdb.com/review/rw0348624/?ref_=tt_urv","A film about a Stephen King story? Directed by Frank Darabont. . . Who? Starring Tim Robbins. . . Wasn't he the guy from Howard the Duck? I admit, only the sublime acting talents of Morgan Freeman took me along to see this movie. Now the only questions I have to ask are: Why didn't EVERYBODY go to see this movie? and, Why didn't Morgan Freeman win the Oscar? Tom Hanks is a fine actor but, he should never have beaten Morgan. Once again a Stephen King short story translates to film better than his horror opus'. Tim Robbins pulls out his finest performance to date, and, Mr Darabont take a bow. Very rarely are you left with a large smile and warm heart at the end of a movie but, I could have danced as the camera slowly panned back from the beach. . . Perfect.
12 out of 19 found this helpful. Was this review helpful? Sign in to vote.
Permalink","Levi-5","https://www.imdb.com/user/ur0091195/?ref_=tt_urv","7 August 1998","10"
"","","A true story of friendship and hard times","https://www.imdb.com/review/rw1001303/?ref_=tt_urv","Shawshank Redemption is one of those infamous movies you never stop hearing about if you are a crazed movie fanatic. I've been through the entire top 250 list up and down and this is going back and fourth between #2 and #3 struggling with Lord of the Rings: The Retrun of the King. I had to see this movie to see what all the fuss is about.
Based on Stephen King's novel, The Shawshank Redemption is a terrific adaptation of his book. The acting, I mean don't get me started. Tim Robbins and Morgan Freeman were perfectly casted and fit so well together. What I mean in my title to my summary is, I felt that I could relate. This reminded me so much of my friendship with my best friend, because her and I are so close and would do anything for each other. Even wait until the end of time just to hang out and talk again.
I felt this story also brought up major important points, what does a convict do after so many years in prison? Pretty much a good job is out of the question, same with a decent place. Your family might disown you and everything you knew was in that prison. It's sort of like being shoved from a lake to an ocean and you're drowning with no life preserver. This movie actually got me thinking about that.
Also there is the final notion of the court systems, because we are also dealing with Tim Robbin's life. He keeps claiming his innocence and no one will listen to him or believe him. I felt awful for him, I know there are a lot of men and women in prison who are innocent and are paying for other people's crimes.
I would highly recommend The Shawshank Redemption, I believe it's better than Lord of the Rings: The Return of the King. So watch it and understand this movie, it's important. This should be watched by everyone and you get out of the movie what you bring into it.
10/10","Smells_Like_Cheese","https://www.imdb.com/user/ur1293485/?ref_=tt_urv","17 January 2005","10"
"","","You'll get it when you see it.","https://www.imdb.com/review/rw2627485/?ref_=tt_urv","A very, very, very brilliant film. The acting is superb from Tim Robbins and Morgan Freeman, as always. The script was amazing, along with the directing. The film is one of the best films ever made due to how original it is. And the reason it is original is because it is a prison film with heart. It makes you care about criminals. The score is also very good.
It's an enthralling piece of cinema and just... Amazing. I'd recommend this film to anyone due to everyone relating to it. People like films were you are sympathetic towards a criminal, just look at A Clockwork Orange.
4 out of 5 found this helpful. Was this review helpful? Sign in to vote.
Permalink","DiSTuRBeDx","https://www.imdb.com/user/ur33148381/?ref_=tt_urv","14 June 2012","9"
"","","Too flawed","https://www.imdb.com/review/rw3293509/?ref_=tt_urv","This movie is a total piece of manipulation. It does have a few redeeming features though - Morgan Freeman's narration all through is pure art!!! This guy acts with his mouth!!! As a piece of fiction it has some merit and I can see why many people would enjoy it. But to be classed as one of the best movies of all time - really? C'mon!!! Certainly the portrayal of the brutality of the guards during those times I would say is fairly realistic.
The one part of the story where an old timer gets released does ring true. There are many people like that who are totally institutionalized and do not have the skill to survive on the outside without a good support network in place.
This is a movie for those people who like everything laid out perfectly for them and doesn't require any thinking. Personally I like a bit more depth and reality.
I don't want to put people off seeing it - it should be watched once. But for me the flaws outweigh its redeeming features.","kevjfarrell","https://www.imdb.com/user/ur58589487/?ref_=tt_urv","8 August 2015","3"
"","","best movie ever","https://www.imdb.com/review/rw2656487/?ref_=tt_urv","this film is an award winning achievement i loved it what a fantastic and brilliant together drama and crime movie really really amazing a must see to everyone.the story is about a guy called Andy Dufresne who was sent to prison for a murder that was committed to his wife and Andy goes through prison with hard times and a friend for his time in the shaw shank prison with brilliant ac tining from Tim Robbins Morgan Freeman and Clancy brown throughout the film Tim Robbins was Andy Morgan freeman red and Clancy brown as the guard.overall the whole truth can not be told u will love this film don't spoil this for your self its a brilliant story with friendship and survival 10/10 you must get this on DVD trust me its brilliant
5 out of 7 found this helpful. Was this review helpful? Sign in to vote.
Permalink","mchollandmatthew","https://www.imdb.com/user/ur32600326/?ref_=tt_urv","9 August 2012","10"
"The Shawshank Redemption","https://www.imdb.com/title/tt0111161/?ref_=tt_urv","I thought there were supposed to be no fairytales?","https://www.imdb.com/review/rw0349068/?ref_=tt_urv","27 out of 53 found this helpful. Was this review helpful? Sign in to vote.
Permalink","Marmaduke Grove","https://www.imdb.com/user/ur1615741/?ref_=tt_urv","26 May 2002","3"
"","","For When You Need to (Re)Watch A Good Movie","https://www.imdb.com/review/rw7626603/?ref_=tt_urv","This is it.
The film has it all. Superb actors, even better screenplay, fabulous redemptive conclusion and believe me when I insist with all of that said they did not forget the entertainment.
Are there/will there ever be any other films like this?
6 out of 8 found this helpful. Was this review helpful? Sign in to vote.
Permalink","tiff-is-a-joke","https://www.imdb.com/user/ur146653291/?ref_=tt_urv","8 December 2021","10"
"","","Why so high?","https://www.imdb.com/review/rw0348393/?ref_=tt_urv","This is indeed one of the best prison dramas I've ever seen. I've always been a fan of Tim Robbins and he doesn't let me down here. But I can't believe this is so high in the overall list (I would place it in the 150-200 range myself). Even if we just stick with Tim Robbins, 'The Player', 'Short Cuts' and 'Jacob's Ladder' are all far better films. It was the ending of the film that really disappointed me, but since I'm not allowed to talk about endings in these reviews I can't explain why! Suffice it to say that I can imagine at least two fairly obvious endings that would have been better. Maybe it's the 'American Factor', what with me being English, but the overrating of this film completely baffles me.
7 out of 11 found this helpful. Was this review helpful? Sign in to vote.
Permalink","Darren-12","https://www.imdb.com/user/ur0145962/?ref_=tt_urv","2 November 1998","7"
"","","Escape from Shawshank","https://www.imdb.com/review/rw0349436/?ref_=tt_urv","It is the most basic of all principles of film-making: A story of redemption. This time the story is set inside Shawshank Prison, where successful banker Andy Dufresne (Tim Robbins) is sent to during the 40s, after being falsely accused of murdering his wife and her lover. The jail veteran, Red (Morgan Freeman), sees Andy being forced through the front gates of the jail on his first day of arrival and sees him as a weakling. Red even makes a bet with the fellow inmates that he won't last. He's wrong.
Andy does last, and becomes an inspiration to all of those behind bars. The warden of the jail, Samuel Norton (Bob Gunton), is intent on bringing down Andy and his defiant nature, as all villains always are.
That is the prevailing message, I suppose. The redemption comes two-fold -- Andy is given time to reflect upon his life in Shawshank, and Red (who is obviously deeply moved by Andy's influence) learns a thing or two, going through a cleansing process. We see the gradual change, too -- first Red is the cynical veteran, then the curious insider, then the close friend, then the surprised object of redemption. As strange a title it may be, ""The Shawshank Redemption"" is a worthy one.
At the end of the day, ""Shawshank"" is a good film - but far from a perfect one. I'm not interested in responding to its Top 250 placement with my review (as countless others have done), but the fact that it has been voted into the number one slot is a reflection of how universal its appeal is: it's about as likable and mass-marketed as possible. There's nothing here to really offend or provoke and the film doesn't take enough changes to potentially polarize audiences -- it plays it safe, and in my opinion, a bit too safe. The film's message of hope and redemption is way too heavy-handed, the outcome being a movie that is very simple and easy to digest -- but not really very interesting beyond its surface. It speaks volumes that so many people who have gone through depression often reference this as one of the aids they used for comfort -- it's a movie that pats people on the back and gives them hope and inspiration.
That's a great message, but if you provide it without any challenge to the audience -- and instead just spoon feed it -- well, for me, anyway, it doesn't leave much of an impact. It's just a well-made but manipulative and self-important film.","MovieAddict2016","https://www.imdb.com/user/ur1173088/?ref_=tt_urv","18 December 2003","6"
"The Shawshank Redemption","https://www.imdb.com/title/tt0111161/?ref_=tt_urv","WYLION - Do you trust your wife? You can definitely trust me!","https://www.imdb.com/review/rw4970978/?ref_=tt_urv","5 out of 7 found this helpful. Was this review helpful? Sign in to vote.
Permalink","WYLION-SOTIRISKING","https://www.imdb.com/user/ur77336439/?ref_=tt_urv","1 July 2019","10"
"","","Graceful, intriguing Tim Robbins triumph","https://www.imdb.com/review/rw1316616/?ref_=tt_urv","The Shawshank Redemption is in a league with Casablanca as a movie you can watch over and over, catching different nuances each time and bringing your own life experiences each time you watch it. Tim Robbins gives the performance of his career and this is the movie for which Morgan Freeman should have won an Oscar (a shame he had to wait for Million Dollar Baby.) There are many twists and turns and I defy anyone to watch the ending without tears running down their face. In fact, the entire last third of movie is filled with marvelous scenes. If there is any drawback to this movie, it is that it is a shade too long, meaning it's often butchered when it is shown with commercials on TV. Rent this, or better yet, buy it to get the full thrust of it. Definitely on my personal top 10.
5 out of 7 found this helpful. Was this review helpful? Sign in to vote.
Permalink","brendastern","https://www.imdb.com/user/ur7022187/?ref_=tt_urv","16 March 2006","9"
"","","Perfect","https://www.imdb.com/review/rw6888785/?ref_=tt_urv","I cannot think of one reason I would not give this 10/10 just out of principle. Otherwise, it is the perfect movie with an incredible story, acting and euphoric finale that nonetheless is not without tragedy in the meantime.
I need to find the original story.
12 out of 15 found this helpful. Was this review helpful? Sign in to vote.
Permalink","negero-earrings-suv","https://www.imdb.com/user/ur132179569/?ref_=tt_urv","7 May 2021","9"
"","","First 10 I have ever given out","https://www.imdb.com/review/rw1287558/?ref_=tt_urv","This is the best movie robbed of acclaim. I don't care what anyone says about Forest Gump. This movie is better in almost every category except music and maybe tied for movie of the year.
Tim Robbins acting is as good if not better than Hanks. I always have a problem with the simpleton character getting acting nods, as with the white trash and ghetto thug characters. I think most of us can all do the Gumpy Slow Hick voice ala Cleatus the Slacked Jawed Yokel (Simpsons).
I can't quite remember how many Oscars Gump stole from this GEM of a movie, but this movie blows me away on almost every level. The quite passion the Robbins portrays is surpassed by no one except maybe the Freeman sidekick character.
This movie was of course a short story made into a movie (S King i think) and because of what it delivers i truly believe it to be the best movie of 1994, and probably one of the top 3 movies of all time.","exusninja","https://www.imdb.com/user/ur2525465/?ref_=tt_urv","9 February 2006","10"
"","","I thought I'd discovered this movie","https://www.imdb.com/review/rw2635985/?ref_=tt_urv","I'd never heard of ""The Shawshank Redemption"" when I tuned in to it about 15 minutes in on one of my satellite channels, sometime around 1997 or so.
It mesmerized me, and the last 20 minutes astounded me. The twists, the musical score, the final scene. Amazing.
I recall doing some searches (in those pre-Google days, probably with Alta Vista) to find out if anyone else had ever heard of this film. I found out that they had. It turns out a whole lot of people discovered this film as a ""sleeper,"" on DVD or cable or satellite.
My favorite movies of around that time, seen in theaters, had been ""Pulp Fiction"" and ""Heat."" I didn't see ""Forrest Gump"" until around 2000 or so, and didn't care for it much. A good year for films.
Given the comments in the past half year or so (that I've gone back through), I suppose ""Shawshank"" will fall below some other films. There seems to be a a trend toward making ""Hey, it's not all that!"" (That is, it's not all that good, it's lousy, it's overrated, etc.)
Whatever, it's a great film. And when I happened to see it late one night on my satellite system, I thought I was the first to realize how great it was. It took several years for me to spot the high ratings on IMDb and to read that it had become a cult classic favorite.
(Ditto for ""The Big Lebowski,"" which for a while I thought I was the only fan of. Now it's a subject of festivals and midnight watchings, sort of like ""Rocky Horror"" once was. I saw ""Rocky Horror"" in 1976 at the World Science Fiction Convention in Kansas City and thought it was not very entertaining.)
For me, the last 20-30 minutes is just the best. One twist after another, all seamlessly done. And a compelling musical score. Unforgettable.","tcmay-1","https://www.imdb.com/user/ur21883459/?ref_=tt_urv","2 July 2012","10"
"","","Sometimes, we all just don't agree.","https://www.imdb.com/review/rw0349441/?ref_=tt_urv","Last week, I had seen ""The Lord of the Rings: The Return of the King"" and I feel it is one of the best movies ever made, especially in these hard to entertain folks at the movies for $10 a seat times. I couldn't understand how some, as minority as their voices were, could not like that film.
That was until I decided to sit down and write how I feel about this film.
In the 9 years since it has come out, I have attempted to watch it 12 times. Three of those times, I slept through it. I finally took some extra caffine Coke and gave it a twirl -- twice. Sorry, I just didn't warm up to this film. Robbins and Freeman's acting was good, but I guess the story wasn't original -- or surprising to me. I just didn't care about these guys, nor anyone else. It's prison. The guilty as well as the innocent are there -- I get that concept. Sometimes you're released after serving time, sometimes you're not. You make friends...fine. I dunno, kinda reminds me of 4 years of High School or college I guess. I just don't care about those folks no matter what we all did together once I got out, which is why I just didn't care about these and wondered why they should. Move on. Thanks for sharing. Snooze.
First I thought, I might not be a big ""prison"" entertainment fan, but then I remembered one of my favorite films is ""Birdman of Alcatraz"" (which I thought much from this film owes homage to), I really fell in love with ""The Green Mile"" (which was more on King's level than this) and I actually sat through a few seasons of HBO's ""Oz"" which was gritty and scary, to say the least. I give everything a chance, in fact -- several chances. But sometimes not all things appeal to all people. For me, this was one of them. (If you're wondering, ""Reservoir Dogs"" is another.)
The point is...as I was going to write awful things to those few folks who didn't like ""The Lord of the Rings: The Return of the King"", I find myself here at ""The Shawshank Redemption"", and now I am able to stand where they were -- for a moment -- in the minority.
All things are not wonderful to all people.
And that's....a good thing.","lambiepie-2","https://www.imdb.com/user/ur0874373/?ref_=tt_urv","25 December 2003","3"
"","","Very good, but probably over-praised","https://www.imdb.com/review/rw1619712/?ref_=tt_urv","The amazing thing about this film is how many people fail to realise that the film is about Red, not Andy. It's Reds perspective of Andy. I only mention it because many people strangely think its told from the perspective of Andy.
That common misunderstanding behind, a well made film. The photography is magical, the story is strong, the performances are exceptional and the depths of despair and humanity of canvassed well without losing mainstream appeal.
But that aside, there is a strong willingness to overstate this film. In the end, it is a slightly overdone and there is a bit too much 'triumph of the human spirit' dribble on the side. But I don't let that get in the way of what is otherwise a very good film with re-watch-ability.
Hadley's release from prison and letter deserves a spot in cinema history. That part was absolutely exceptional.","mattrochman","https://www.imdb.com/user/ur5347756/?ref_=tt_urv","18 March 2007","7"
"","","A Masterpiece","https://www.imdb.com/review/rw1279710/?ref_=tt_urv","For it's subtlety, it's intelligence, and it's gorgeous cinematography (often overlooked in this film), this is one of the finest films ever made. Robbins and Freeman are brilliant. The rest of the cast flows through the storyline with a poise and cadence that is flawless. The story itself is based on a short work by Stephen King, but the screenplay is sculpted perfectly and gently into a full-length film by Frank Darabont. A powerful story of one man's journey through a punishment he did not deserve, and ""redemption"" of soul that lifts the hearts of viewers. It reminds us that ""hope is a good thing, maybe the best of things"". Gentle and supremely smart.
4 out of 5 found this helpful. Was this review helpful? Sign in to vote.
Permalink","creedrock2003","https://www.imdb.com/user/ur5183897/?ref_=tt_urv","31 January 2006","10"
"","","One of my TOP TEN","https://www.imdb.com/review/rw1260612/?ref_=tt_urv","I saw (once again) last night ""Shawshank Redemption"". If I have seen it once, I have seen it fifty times and never does it ever get tiring to me. Stephen King wrote a story which becomes one of the great classic movies of all time.
""Shawshank"" is a story of a wronged man who overcomes the injustices of life, love and prison to remain the true person he always was. Andy, although a solitary and enigmatic person, finds himself through an injustice which throws him into a quagmire of human refuse. In this refuse he finds a few pieces of humanity which lets him know there is hope. Red is one of those humans. Upon realizing that he is about to fall into the hell of prison obscurity, Andy releases himself and escapes from the injustice of his current ""human"" existence. I use the word EXISTENCE for the whole movie is a work of existential survival.
This is a movie that NO ONE should miss.
4 out of 5 found this helpful. Was this review helpful? Sign in to vote.
Permalink","papadea1953","https://www.imdb.com/user/ur7475970/?ref_=tt_urv","9 January 2006","10"
"The Shawshank Redemption","https://www.imdb.com/title/tt0111161/?ref_=tt_urv","The Shawshank Redemption","https://www.imdb.com/review/rw1965217/?ref_=tt_urv","11 out of 17 found this helpful. Was this review helpful? Sign in to vote.
Permalink","luva1s","https://www.imdb.com/user/ur9871443/?ref_=tt_urv","24 October 2008","10"
"The Shawshank Redemption","https://www.imdb.com/title/tt0111161/?ref_=tt_urv","Not worth the hype, a script full of shortcuts","https://www.imdb.com/review/rw3480396/?ref_=tt_urv","13 out of 25 found this helpful. Was this review helpful? Sign in to vote.
Permalink","chadlund","https://www.imdb.com/user/ur66517804/?ref_=tt_urv","1 June 2016","3"
"","","Breaking Big Rocks Into Little Rocks","https://www.imdb.com/review/rw2980473/?ref_=tt_urv","This Film has a Strange History. Nominated for Seven Oscars (winning none) the Movie was not a Box-Office Hit and Faded pretty much into Obscurity as an Arty Film with two Lead Actors Delivering Standard Good Work, but Nothing to get Excited about.
But Something Happened that is Really Unexplainable. People got Excited about it. No one seems to know Why or What Manifested said Excitement, it just Happened. A Resurrection to become one of the most Beloved Movies Ever. Managing to Steadily Climb to ""God-Like"" Status among Best of Lists and Fanatic Praise.
It is a Fine Movie. A Throwback Movie. A more or less Standard Storytelling of Human Perseverance and Hope against Outrageous Misfortune. A Feel Good Film that has made a lot of People Feel Good. Nothing Really Out of the Ordinary Happens as far as Prison Dramas go. But what does Happen is done with such Subtlety and Pathos that the Long Sentence of the Running Time goes by Effortlessly.
This is a Great Movie that Never tries to be Great. it's just a Smooth, Entertaining, and Effective Personal Prison Drama with some Social Messaging and Character Explorations. The Usual Prison Sledgehammer Approach gives way to a Rock Hammer. Small and Light, but it gets the Job Done.","LeonLouisRicci","https://www.imdb.com/user/ur33374263/?ref_=tt_urv","16 March 2014","8"
"","","Good movie - Number 1 ??? No way","https://www.imdb.com/review/rw5847946/?ref_=tt_urv","I had been meaning to see this film since it is rated #1 on IMDb. It is a very good film and very well acted; however, no wayyyyyy is it the best film of all time. Morgan Freeman is particularly good as Red and the other actors perform very admirably, but I don't find the film overwhelmingly powerful. I've seen many many films that do more. I rate it a 7 out of 10.
7 out of 12 found this helpful. Was this review helpful? Sign in to vote.
Permalink","Dar Star","https://www.imdb.com/user/ur0157630/?ref_=tt_urv","23 June 2020","6"
"","","If you haven't seen this movie, stop everything and watch it right now","https://www.imdb.com/review/rw2367977/?ref_=tt_urv","Movies simply do not get better than this.
Inspiring, captivating, intense, funny (at times), tragic (at times). Interesting and thrilling.
Every aspect of this movie is perfection: the acting, story, dialog, production, setting, cinematography, etc... all perfect.
This film is truly flawless.
I could not describe this movie as ""fun"" but I would describe it is unparalleled in its excellence- and not in some stupid artsy sense- just plain and simple it is story telling at its finest.
If you haven't seen this movie, you absolutely need to watch it right now. Fantastic. I wish I could give it a higher rating than 10 out of 10 stars.","joshuavogel79","https://www.imdb.com/user/ur24725189/?ref_=tt_urv","11 January 2011","10"
